item_id,frame_id,gt_index,mask_iou,normalized_mssd,mspd_px
s000010-i000030-p000023,s000010-i000030,35,0.8999271314063638,0.044926176772305475,4.170075416570741
s000010-i000030-p000015,s000010-i000030,15,0.8752497858978019,0.03754767325278459,2.62639631390216
s000010-i000030-p000008,s000010-i000030,33,0.8710191082802548,0.05078109762516355,3.392810610433943
s000010-i000030-p000010,s000010-i000030,3,0.8641370869033048,0.04158031106213326,3.7079588951985283
s000010-i000030-p000005,s000010-i000030,2,0.8557692307692307,0.09292804476918506,5.196116217384449
s000010-i000030-p000025,s000010-i000030,12,0.8401588483494664,0.08079615839398158,2.91767168847201
s000010-i000030-p000034,s000010-i000030,29,0.8278706800445931,0.09156966353470031,7.45554008999649
s000010-i000030-p000003,s000010-i000030,4,0.8275225121219117,0.04850631152115355,4.213804578218773
s000010-i000030-p000000,s000010-i000030,25,0.8218145262628801,0.04243498518510897,3.9528466485971228
s000010-i000030-p000012,s000010-i000030,30,0.8191603875134553,0.08554967242286252,5.811595832153526
s000010-i000030-p000014,s000010-i000030,11,0.7923497267759563,0.05104260408996461,4.190051039857176
s000010-i000030-p000013,s000010-i000030,17,0.7864238410596026,0.05923555964865392,3.90466115643651
s000010-i000030-p000011,s000010-i000030,8,0.7787136294027565,0.06641992246825325,5.230460518937963
s000010-i000030-p000007,s000010-i000030,5,0.771576100319646,0.07206879717333603,4.2029454698158215
s000010-i000030-p000033,s000010-i000030,24,0.7690243902439025,0.056656189437524374,3.9657697758323835
s000010-i000030-p000006,s000010-i000030,16,0.7632739122100825,0.04273030820655551,3.8619269809134558
s000010-i000030-p000001,s000010-i000030,0,0.7556977209116353,0.07064105134147565,4.092703197089747
s000010-i000030-p000029,s000010-i000030,28,0.7548225308641975,0.04804697707759867,4.4243145209650345
s000010-i000030-p000022,s000010-i000030,32,0.743073047858942,0.05182793083747181,3.1886897970058903
s000010-i000030-p000024,s000010-i000030,20,0.734875940897686,0.04610153629386296,3.0389074540564436
s000010-i000030-p000027,s000010-i000030,34,0.7268505872712374,0.034300765348952024,2.9669115440925067
s000010-i000030-p000021,s000010-i000030,31,0.7225972356155577,0.062020295846883344,4.746585974629469
s000010-i000030-p000016,s000010-i000030,18,0.7148603880738287,0.05700088403611372,4.099363390086864
s000010-i000030-p000009,s000010-i000030,10,0.7004038364462393,0.048683179929747085,3.991245424254922
s000010-i000030-p000026,s000010-i000030,27,0.696617050067659,0.08873057901067187,5.2372032130981765
s000010-i000030-p000017,s000010-i000030,7,0.6964054822860098,0.08438978681570397,7.013680855644825
s000010-i000030-p000004,s000010-i000030,9,0.6962944416624938,0.08132252711072666,6.038493413795081
s000010-i000030-p000018,s000010-i000030,23,0.6680192746639615,0.09175769591512431,3.867009731361329
s000010-i000030-p000028,s000010-i000030,13,0.6621297037630104,0.08778637907016575,4.2594845715174525
s000010-i000030-p000019,s000010-i000030,14,0.6531430002504383,0.06037455407188423,3.469541941710721
s000010-i000040-p000010,s000010-i000040,33,0.9403314917127071,0.05914859855073709,2.383611842649607
s000010-i000040-p000007,s000010-i000040,3,0.9196787148594378,0.06203885123350489,5.550599122833137
s000010-i000040-p000014,s000010-i000040,25,0.8835653104925053,0.02092815181059271,1.7444657963890882
s000010-i000040-p000009,s000010-i000040,2,0.8764786795048143,0.06954017076974874,1.1754251406405571
s000010-i000040-p000030,s000010-i000040,19,0.8715666327568667,0.04755356900522288,2.048309563963462
s000010-i000040-p000004,s000010-i000040,16,0.8712814645308925,0.040318551569220644,2.7686354247578255
s000010-i000040-p000024,s000010-i000040,35,0.86597188560349,0.038204476674346795,3.3359475094461364
s000010-i000040-p000029,s000010-i000040,29,0.8612176414189837,0.07199148594350653,4.955068671913358
s000010-i000040-p000026,s000010-i000040,12,0.8596491228070176,0.05215059572110856,1.5801475124585305
s000010-i000040-p000001,s000010-i000040,4,0.8535863938871087,0.044273811022615905,3.230362181078534
s000010-i000040-p000017,s000010-i000040,17,0.8459163626157732,0.0369375223735041,2.6311083767366488
s000010-i000040-p000013,s000010-i000040,8,0.8456449834619625,0.03923053701907049,2.8498809417575113
